core,BogoMIPS,Memory,RPS,p95,p99
4,108.0,8,25,347.3,415.8
4,108.0,8,25,327.1,399.5
4,108.0,8,24,301.9,383.8
4,108.0,8,24,327.1,415.8
4,108.0,8,24,333.7,407.5
4,108.0,8,24,361.5,432.7
4,108.0,8,25,368.8,450.4
4,108.0,8,25,376.2,459.5
4,108.0,8,25,301.9,376.2
4,108.0,8,25,340.4,424.2
4,108.0,8,25,333.7,432.7
4,108.0,8,24,290.1,376.2
4,108.0,8,24,354.3,424.2
4,108.0,8,24,361.5,450.4
4,108.0,8,25,340.4,424.2
4,108.0,8,25,368.8,459.5
4,108.0,8,25,368.8,441.5
4,108.0,8,25,376.2,468.8
4,108.0,8,25,278.7,361.5
4,108.0,8,24,301.9,383.8
4,108.0,8,24,391.6,468.8
4,108.0,8,24,347.3,441.5
4,108.0,8,24,376.2,450.4
4,108.0,8,24,383.8,468.8
4,108.0,8,24,290.1,376.2
4,108.0,8,24,333.7,432.7
4,108.0,8,24,368.8,432.7
4,108.0,8,24,308,391.6
4,108.0,8,24,391.6,468.8
4,108.0,8,24,391.6,478.3
4,108.0,8,24,361.5,441.5
4,108.0,8,25,333.7,424.2
4,108.0,8,25,347.3,441.5
4,108.0,8,24,399.5,468.8
4,108.0,8,26,320.6,399.5
4,108.0,8,25,340.4,432.7
4,108.0,8,22,391.6,468.8
4,108.0,8,24,354.3,459.5
4,108.0,8,24,361.5,468.8
4,108.0,8,26,327.1,399.5
4,108.0,8,26,361.5,441.5
4,108.0,8,26,301.9,376.2
4,108.0,8,26,354.3,450.4
4,108.0,8,26,284.3,368.8
4,108.0,8,26,407.5,518.1
4,108.0,8,26,308,399.5
4,108.0,8,26,284.3,376.2
4,108.0,8,26,383.8,468.8
4,108.0,8,26,308,376.2
4,108.0,8,25,327.1,399.5
4,108.0,8,26,376.2,468.8
4,108.0,8,25,376.2,450.4
4,108.0,8,25,383.8,487.9
4,108.0,8,26,347.3,441.5
4,108.0,8,26,340.4,432.7
4,108.0,8,26,327.1,441.5
4,108.0,8,26,376.2,441.5
4,108.0,8,26,333.7,441.5
4,108.0,8,26,237.5,333.7
4,108.0,8,26,333.7,459.5
4,108.0,8,26,376.2,468.8
4,108.0,8,26,301.9,391.6
4,108.0,8,26,273.2,354.3
4,108.0,8,26,361.5,459.5
4,108.0,8,26,290.1,376.2
4,108.0,8,26,361.5,478.3
4,108.0,8,26,391.6,478.3
4,108.0,8,26,361.5,450.4
4,108.0,8,26,340.4,432.7
4,108.0,8,26,333.7,407.5
4,108.0,8,26,301.9,383.8
4,108.0,8,26,383.8,487.9
4,108.0,8,26,295.9,368.8
4,108.0,8,26,383.8,487.9
4,108.0,8,26,314.2,391.6
4,108.0,8,25,320.6,391.6
4,108.0,8,25,368.8,468.8
4,108.0,8,25,340.4,407.5
4,108.0,8,25,354.3,450.4
4,108.0,8,24,368.8,450.4
4,108.0,8,24,361.5,478.3
4,108.0,8,24,391.6,478.3
4,108.0,8,25,383.8,487.9
4,108.0,8,24,361.5,441.5
4,108.0,8,24,376.2,450.4
4,108.0,8,26,284.3,361.5
4,108.0,8,25,415.8,487.9
4,108.0,8,25,347.3,450.4
4,108.0,8,26,278.7,368.8
4,108.0,8,26,301.9,383.8
4,108.0,8,25,361.5,450.4
4,108.0,8,26,383.8,478.3
4,108.0,8,26,368.8,478.3
4,108.0,8,26,354.3,468.8
4,108.0,8,26,407.5,468.8
4,108.0,8,26,333.7,424.2
4,108.0,8,25,347.3,459.5
4,108.0,8,26,354.3,441.5
4,108.0,8,25,368.8,441.5
4,108.0,8,26,361.5,441.5
4,108.0,8,26,354.3,441.5
4,108.0,8,26,290.1,383.8
4,108.0,8,25,290.1,368.8
4,108.0,8,25,361.5,450.4
4,108.0,8,25,361.5,459.5
4,108.0,8,25,407.5,507.8
4,108.0,8,26,376.2,459.5
4,108.0,8,25,314.2,399.5
4,108.0,8,25,301.9,391.6
4,108.0,8,25,368.8,432.7
4,108.0,8,25,327.1,407.5
4,108.0,8,25,368.8,468.8
4,108.0,8,25,327.1,399.5
4,108.0,8,25,314.2,391.6
4,108.0,8,25,391.6,459.5
4,108.0,8,25,314.2,399.5
4,108.0,8,25,361.5,450.4
4,108.0,8,25,368.8,450.4
4,108.0,8,25,327.1,391.6
4,108.0,8,25,333.7,407.5
4,108.0,8,25,340.4,432.7
4,108.0,8,25,333.7,415.8
4,108.0,8,25,391.6,478.3
4,108.0,8,25,247.2,320.6
4,108.0,8,25,320.6,399.5
4,108.0,8,24,391.6,468.8
4,108.0,8,24,314.2,383.8
4,108.0,8,24,376.2,459.5
4,108.0,8,24,320.6,383.8
4,108.0,8,24,361.5,441.5
4,108.0,8,24,361.5,441.5
4,108.0,8,24,383.8,459.5
4,108.0,8,24,295.9,368.8
4,108.0,8,24,391.6,468.8
4,108.0,8,24,361.5,450.4
4,108.0,8,24,368.8,450.4
4,108.0,8,24,407.5,478.3
4,108.0,8,24,376.2,459.5
4,108.0,8,24,361.5,441.5
4,108.0,8,24,267.8,354.3
4,108.0,8,24,354.3,441.5
4,108.0,8,24,368.8,468.8
4,108.0,8,24,361.5,441.5
4,108.0,8,24,320.6,399.5
4,108.0,8,24,376.2,468.8
4,108.0,8,24,376.2,450.4
4,108.0,8,24,354.3,441.5
4,108.0,8,24,376.2,468.8
4,108.0,8,24,308,391.6
4,108.0,8,25,347.3,424.2
4,108.0,8,26,333.7,407.5
4,108.0,8,26,361.5,441.5
4,108.0,8,26,340.4,424.2
4,108.0,8,26,295.9,376.2
4,108.0,8,26,361.5,441.5
4,108.0,8,26,295.9,376.2
4,108.0,8,25,361.5,478.3
4,108.0,8,26,415.8,497.8
4,108.0,8,26,368.8,459.5
4,108.0,8,26,354.3,432.7
4,108.0,8,26,368.8,459.5
4,108.0,8,26,340.4,415.8
4,108.0,8,26,347.3,415.8
4,108.0,8,25,391.6,459.5
4,108.0,8,25,327.1,415.8
4,108.0,8,25,361.5,441.5
4,108.0,8,25,376.2,459.5
4,108.0,8,25,327.1,415.8
4,108.0,8,25,301.9,399.5
4,108.0,8,25,432.7,518.1
4,108.0,8,25,314.2,391.6
4,108.0,8,25,361.5,441.5
4,108.0,8,25,354.3,432.7
4,108.0,8,25,399.5,478.3
4,108.0,8,25,290.1,376.2
4,108.0,8,24,368.8,459.5
4,108.0,8,24,354.3,441.5
4,108.0,8,24,340.4,441.5
4,108.0,8,24,368.8,450.4
4,108.0,8,24,383.8,487.9
4,108.0,8,24,368.8,450.4
4,108.0,8,24,432.7,497.8
4,108.0,8,24,284.3,361.5
4,108.0,8,24,383.8,468.8
4,108.0,8,24,301.9,383.8
4,108.0,8,25,333.7,424.2
4,108.0,8,26,301.9,399.5
4,108.0,8,26,399.5,497.8
4,108.0,8,26,376.2,468.8
4,108.0,8,26,314.2,391.6
4,108.0,8,26,327.1,399.5
4,108.0,8,26,383.8,478.3
4,108.0,8,25,242.3,320.6
4,108.0,8,25,262.5,354.3
4,108.0,8,25,284.3,376.2
4,108.0,8,25,407.5,478.3
4,108.0,8,24,354.3,441.5
4,108.0,8,24,295.9,376.2
4,108.0,8,24,290.1,368.8
4,108.0,8,24,340.4,432.7
4,108.0,8,24,376.2,450.4
4,108.0,8,24,354.3,432.7
4,108.0,8,24,415.8,497.8
4,108.0,8,24,295.9,368.8
4,108.0,8,23,376.2,450.4
4,108.0,8,24,391.6,478.3
4,108.0,8,24,290.1,391.6
4,108.0,8,26,347.3,407.5
4,108.0,8,26,361.5,459.5
4,108.0,8,26,376.2,468.8
4,108.0,8,26,301.9,407.5
4,108.0,8,26,301.9,391.6
4,108.0,8,26,376.2,468.8
4,108.0,8,26,376.2,478.3
4,108.0,8,26,424.2,487.9
4,108.0,8,26,415.8,478.3
4,108.0,8,26,368.8,459.5
4,108.0,8,26,308,399.5
4,108.0,8,25,308,391.6
4,108.0,8,25,340.4,450.4
4,108.0,8,25,376.2,450.4
4,108.0,8,25,361.5,450.4
4,108.0,8,25,354.3,450.4
4,108.0,8,25,376.2,459.5
4,108.0,8,25,327.1,399.5
4,108.0,8,25,327.1,399.5
4,108.0,8,25,368.8,450.4
4,108.0,8,24,368.8,441.5
4,108.0,8,24,354.3,432.7
4,108.0,8,24,333.7,399.5
4,108.0,8,26,290.1,368.8
4,108.0,8,26,347.3,441.5
4,108.0,8,26,368.8,468.8
4,108.0,8,25,415.8,507.8
4,108.0,8,26,320.6,441.5
4,108.0,8,26,354.3,459.5
4,108.0,8,26,314.2,399.5
4,108.0,8,26,333.7,441.5
4,108.0,8,25,333.7,432.7
4,108.0,8,25,368.8,459.5
4,108.0,8,25,368.8,450.4
4,108.0,8,25,361.5,441.5
4,108.0,8,25,320.6,407.5
4,108.0,8,25,278.7,361.5
4,108.0,8,25,361.5,432.7
4,108.0,8,25,340.4,459.5
4,108.0,8,25,347.3,415.8
4,108.0,8,25,290.1,368.8
4,108.0,8,25,347.3,424.2
4,108.0,8,25,383.8,459.5
4,108.0,8,25,391.6,459.5
4,108.0,8,24,354.3,441.5
4,108.0,8,24,376.2,459.5
4,108.0,8,25,383.8,478.3
4,108.0,8,24,257.3,327.1
4,108.0,8,25,399.5,478.3
4,108.0,8,26,340.4,424.2
4,108.0,8,25,347.3,424.2
4,108.0,8,26,347.3,424.2
4,108.0,8,26,361.5,450.4
4,108.0,8,26,308,399.5
4,108.0,8,26,308,399.5
4,108.0,8,26,284.3,361.5
4,108.0,8,25,368.8,468.8
4,108.0,8,25,368.8,468.8
4,108.0,8,25,391.6,478.3
4,108.0,8,25,361.5,450.4
4,108.0,8,25,354.3,450.4
4,108.0,8,25,376.2,468.8
4,108.0,8,25,376.2,468.8
4,108.0,8,25,383.8,468.8
4,108.0,8,25,301.9,383.8
4,108.0,8,24,340.4,415.8
4,108.0,8,24,383.8,459.5
4,108.0,8,24,308,376.2
4,108.0,8,25,327.1,424.2
4,108.0,8,26,361.5,450.4
4,108.0,8,26,354.3,459.5
4,108.0,8,26,391.6,468.8
4,108.0,8,26,391.6,459.5
4,108.0,8,26,391.6,459.5
4,108.0,8,26,399.5,487.9
4,108.0,8,26,361.5,459.5
4,108.0,8,26,327.1,432.7
4,108.0,8,26,391.6,497.8
4,108.0,8,26,295.9,368.8
4,108.0,8,26,391.6,487.9
4,108.0,8,26,361.5,441.5
4,108.0,8,26,361.5,459.5
4,108.0,8,26,376.2,468.8
4,108.0,8,26,376.2,487.9
4,108.0,8,25,308,399.5
4,108.0,8,25,361.5,441.5
4,108.0,8,25,347.3,450.4
4,108.0,8,25,290.1,368.8
4,108.0,8,25,347.3,424.2
4,108.0,8,24,368.8,441.5
4,108.0,8,26,399.5,478.3
4,108.0,8,26,368.8,450.4
4,108.0,8,25,340.4,450.4
4,108.0,8,25,368.8,450.4
4,108.0,8,25,361.5,459.5
4,108.0,8,25,308,391.6
4,108.0,8,25,415.8,478.3
4,108.0,8,25,361.5,441.5
4,108.0,8,25,327.1,399.5
4,108.0,8,24,327.1,415.8
4,108.0,8,24,314.2,391.6
4,108.0,8,24,368.8,450.4
4,108.0,8,24,368.8,459.5
4,108.0,8,24,383.8,459.5
4,108.0,8,24,327.1,391.6
4,108.0,8,24,399.5,478.3
4,108.0,8,24,391.6,487.9
4,108.0,8,24,354.3,441.5
4,108.0,8,25,320.6,391.6
4,108.0,8,24,354.3,450.4
4,108.0,8,26,278.7,354.3
4,108.0,8,26,320.6,407.5
4,108.0,8,25,376.2,450.4
4,108.0,8,25,383.8,459.5
4,108.0,8,26,399.5,487.9
4,108.0,8,25,333.7,407.5
4,108.0,8,25,376.2,478.3
4,108.0,8,25,361.5,450.4
4,108.0,8,25,368.8,450.4
4,108.0,8,25,376.2,468.8
4,108.0,8,25,290.1,383.8
4,108.0,8,25,333.7,391.6
4,108.0,8,25,399.5,487.9
4,108.0,8,25,383.8,450.4
4,108.0,8,25,361.5,459.5
4,108.0,8,25,354.3,424.2
4,108.0,8,25,391.6,468.8
4,108.0,8,25,391.6,459.5
4,108.0,8,24,314.2,399.5
4,108.0,8,24,252.2,347.3
4,108.0,8,25,333.7,407.5
4,108.0,8,25,407.5,497.8
4,108.0,8,26,278.7,383.8
4,108.0,8,26,308,383.8
4,108.0,8,26,340.4,432.7
4,108.0,8,26,368.8,450.4
4,108.0,8,26,347.3,459.5
4,108.0,8,26,368.8,450.4
4,108.0,8,26,347.3,432.7
4,108.0,8,26,368.8,441.5
4,108.0,8,26,376.2,468.8
4,108.0,8,26,361.5,459.5
4,108.0,8,26,290.1,376.2
4,108.0,8,26,361.5,441.5
4,108.0,8,25,262.5,354.3
4,108.0,8,25,242.3,347.3
4,108.0,8,25,368.8,468.8
4,108.0,8,24,273.2,354.3
4,108.0,8,24,368.8,441.5
4,108.0,8,24,368.8,459.5
4,108.0,8,24,295.9,376.2
4,108.0,8,25,308,391.6
4,108.0,8,24,361.5,450.4
4,108.0,8,25,376.2,468.8
4,108.0,8,26,376.2,459.5
4,108.0,8,26,308,391.6
4,108.0,8,26,333.7,407.5
4,108.0,8,26,383.8,468.8
4,108.0,8,26,347.3,441.5
4,108.0,8,25,376.2,478.3
4,108.0,8,26,361.5,459.5
4,108.0,8,26,354.3,432.7
4,108.0,8,26,354.3,432.7
4,108.0,8,26,376.2,459.5
4,108.0,8,25,383.8,468.8
4,108.0,8,25,361.5,459.5
4,108.0,8,26,368.8,459.5
4,108.0,8,26,376.2,468.8
4,108.0,8,25,333.7,424.2
4,108.0,8,25,361.5,450.4
4,108.0,8,26,340.4,415.8
4,108.0,8,26,376.2,497.8
4,108.0,8,26,361.5,468.8
4,108.0,8,26,361.5,450.4
4,108.0,8,26,391.6,478.3
4,108.0,8,26,376.2,450.4
4,108.0,8,26,383.8,459.5
4,108.0,8,26,354.3,459.5
4,108.0,8,25,383.8,459.5
4,108.0,8,26,347.3,424.2
4,108.0,8,26,308,391.6
4,108.0,8,26,361.5,468.8
4,108.0,8,26,376.2,459.5
4,108.0,8,26,278.7,361.5
4,108.0,8,26,308,391.6
4,108.0,8,25,376.2,450.4
4,108.0,8,25,290.1,376.2
4,108.0,8,25,347.3,432.7
4,108.0,8,25,368.8,450.4
4,108.0,8,25,361.5,450.4
4,108.0,8,25,383.8,478.3
4,108.0,8,25,361.5,441.5
4,108.0,8,25,376.2,459.5
4,108.0,8,25,432.7,507.8
4,108.0,8,25,399.5,478.3
4,108.0,8,25,391.6,487.9
4,108.0,8,25,376.2,459.5
4,108.0,8,25,361.5,432.7
4,108.0,8,26,347.3,450.4
4,108.0,8,25,284.3,376.2
4,108.0,8,25,368.8,441.5
4,108.0,8,25,383.8,459.5
4,108.0,8,25,383.8,468.8
4,108.0,8,25,295.9,368.8
4,108.0,8,25,354.3,450.4
4,108.0,8,25,407.5,478.3
4,108.0,8,25,376.2,459.5
4,108.0,8,25,347.3,432.7
4,108.0,8,25,290.1,391.6
4,108.0,8,25,320.6,391.6
4,108.0,8,24,284.3,354.3
4,108.0,8,24,354.3,459.5
4,108.0,8,25,407.5,478.3
4,108.0,8,24,308,391.6
4,108.0,8,24,368.8,459.5
4,108.0,8,24,361.5,459.5
4,108.0,8,24,295.9,368.8
4,108.0,8,24,354.3,450.4
4,108.0,8,26,301.9,368.8
4,108.0,8,26,354.3,450.4
4,108.0,8,26,340.4,415.8
4,108.0,8,26,361.5,468.8
4,108.0,8,25,368.8,450.4
4,108.0,8,25,407.5,487.9
4,108.0,8,24,399.5,468.8
4,108.0,8,24,327.1,415.8
4,108.0,8,25,383.8,478.3
4,108.0,8,26,295.9,383.8
4,108.0,8,26,290.1,376.2
4,108.0,8,25,376.2,468.8
4,108.0,8,26,301.9,399.5
4,108.0,8,25,376.2,468.8
4,108.0,8,25,327.1,399.5
4,108.0,8,25,391.6,478.3
4,108.0,8,25,368.8,459.5
4,108.0,8,24,368.8,459.5
4,108.0,8,24,368.8,432.7
4,108.0,8,26,308,391.6
4,108.0,8,25,376.2,478.3
4,108.0,8,26,383.8,497.8
4,108.0,8,25,376.2,468.8
4,108.0,8,26,290.1,391.6
4,108.0,8,26,368.8,459.5
4,108.0,8,26,327.1,415.8
4,108.0,8,26,308,407.5
4,108.0,8,26,376.2,450.4
4,108.0,8,26,376.2,468.8
4,108.0,8,26,361.5,459.5
4,108.0,8,26,284.3,376.2
4,108.0,8,26,347.3,424.2
4,108.0,8,25,399.5,487.9
4,108.0,8,25,290.1,391.6
4,108.0,8,25,273.2,347.3
4,108.0,8,25,314.2,376.2
4,108.0,8,25,391.6,459.5
4,108.0,8,25,376.2,450.4
4,108.0,8,25,284.3,368.8
4,108.0,8,24,354.3,441.5
4,108.0,8,25,376.2,459.5
4,108.0,8,25,383.8,468.8
4,108.0,8,25,368.8,478.3
4,108.0,8,25,399.5,468.8
4,108.0,8,25,391.6,459.5
4,108.0,8,25,333.7,415.8
4,108.0,8,25,368.8,450.4
4,108.0,8,24,290.1,368.8
4,108.0,8,24,354.3,432.7
4,108.0,8,24,368.8,459.5
4,108.0,8,24,361.5,441.5
4,108.0,8,24,333.7,415.8
4,108.0,8,24,368.8,450.4
4,108.0,8,24,383.8,459.5
4,108.0,8,24,301.9,376.2
4,108.0,8,24,407.5,497.8
4,108.0,8,24,383.8,478.3
4,108.0,8,24,361.5,459.5
4,108.0,8,24,354.3,441.5
4,108.0,8,24,301.9,383.8
4,108.0,8,24,347.3,432.7
4,108.0,8,26,301.9,376.2
4,108.0,8,26,354.3,441.5
4,108.0,8,26,354.3,459.5
4,108.0,8,26,361.5,468.8
4,108.0,8,26,376.2,468.8
4,108.0,8,26,308,399.5
4,108.0,8,26,376.2,450.4
4,108.0,8,25,399.5,468.8
4,108.0,8,26,273.2,361.5
4,108.0,8,26,376.2,459.5
4,108.0,8,26,376.2,487.9
4,108.0,8,26,368.8,468.8
4,108.0,8,26,376.2,468.8
4,108.0,8,26,368.8,478.3
4,108.0,8,26,333.7,432.7
4,108.0,8,26,368.8,450.4
4,108.0,8,26,368.8,468.8
4,108.0,8,26,361.5,450.4
4,108.0,8,26,257.3,361.5
4,108.0,8,26,376.2,459.5
4,108.0,8,26,252.2,347.3
4,108.0,8,25,361.5,459.5
4,108.0,8,26,383.8,459.5
4,108.0,8,26,368.8,450.4
4,108.0,8,26,308,391.6
4,108.0,8,25,242.3,327.1
4,108.0,8,25,308,383.8
4,108.0,8,25,290.1,368.8
4,108.0,8,25,376.2,468.8
4,108.0,8,25,368.8,450.4
4,108.0,8,25,347.3,424.2
4,108.0,8,26,376.2,487.9
4,108.0,8,26,376.2,459.5
4,108.0,8,26,376.2,478.3
4,108.0,8,26,354.3,424.2
4,108.0,8,26,361.5,450.4
4,108.0,8,25,399.5,478.3
4,108.0,8,24,361.5,450.4
4,108.0,8,26,333.7,399.5
4,108.0,8,25,368.8,459.5
4,108.0,8,24,383.8,487.9
4,108.0,8,24,368.8,459.5
4,108.0,8,24,376.2,468.8
4,108.0,8,24,347.3,432.7
4,108.0,8,24,376.2,468.8
4,108.0,8,24,361.5,432.7
4,108.0,8,24,361.5,450.4
4,108.0,8,24,347.3,432.7
4,108.0,8,25,333.7,432.7
4,108.0,8,25,340.4,399.5
4,108.0,8,25,361.5,459.5
4,108.0,8,25,327.1,407.5
4,108.0,8,25,333.7,391.6
4,108.0,8,24,354.3,441.5
4,108.0,8,24,383.8,450.4
4,108.0,8,25,340.4,415.8
4,108.0,8,25,347.3,424.2
4,108.0,8,25,391.6,468.8
4,108.0,8,25,327.1,399.5
4,108.0,8,24,308,383.8
4,108.0,8,24,327.1,391.6
4,108.0,8,24,354.3,424.2
4,108.0,8,24,340.4,432.7
4,108.0,8,25,361.5,441.5
4,108.0,8,24,273.2,347.3
4,108.0,8,24,354.3,441.5
4,108.0,8,25,368.8,441.5
4,108.0,8,25,340.4,424.2
4,108.0,8,25,361.5,450.4
4,108.0,8,25,361.5,459.5
4,108.0,8,25,376.2,459.5
4,108.0,8,25,314.2,399.5
4,108.0,8,25,361.5,459.5
4,108.0,8,25,361.5,432.7
4,108.0,8,26,376.2,459.5
4,108.0,8,26,354.3,432.7
4,108.0,8,26,347.3,450.4
4,108.0,8,26,361.5,441.5
4,108.0,8,26,340.4,407.5
4,108.0,8,26,391.6,459.5
4,108.0,8,26,361.5,478.3
4,108.0,8,25,354.3,432.7
4,108.0,8,24,340.4,450.4
4,108.0,8,24,354.3,450.4
4,108.0,8,24,376.2,468.8
4,108.0,8,24,295.9,368.8
4,108.0,8,24,361.5,432.7
4,108.0,8,25,284.3,361.5
4,108.0,8,24,383.8,468.8
4,108.0,8,24,327.1,415.8
4,108.0,8,21,399.5,497.8
4,108.0,8,26,308,383.8
4,108.0,8,26,383.8,487.9
4,108.0,8,26,308,399.5
4,108.0,8,26,347.3,432.7
4,108.0,8,26,368.8,459.5
4,108.0,8,26,424.2,528.6
4,108.0,8,25,368.8,450.4
4,108.0,8,26,333.7,424.2
4,108.0,8,25,441.5,518.1
4,108.0,8,25,368.8,459.5
4,108.0,8,26,278.7,368.8
4,108.0,8,26,301.9,383.8
4,108.0,8,26,383.8,468.8
4,108.0,8,26,314.2,391.6
4,108.0,8,26,347.3,441.5
4,108.0,8,26,354.3,459.5
4,108.0,8,26,407.5,507.8
4,108.0,8,26,376.2,450.4
4,108.0,8,25,354.3,441.5
4,108.0,8,24,376.2,450.4
4,108.0,8,24,361.5,459.5
4,108.0,8,24,347.3,424.2
4,108.0,8,25,361.5,441.5
4,108.0,8,21,376.2,450.4
4,108.0,8,26,295.9,368.8
4,108.0,8,25,347.3,441.5
4,108.0,8,27,295.9,368.8
4,108.0,8,26,273.2,383.8
4,108.0,8,26,376.2,468.8
4,108.0,8,26,376.2,468.8
4,108.0,8,25,391.6,507.8
4,108.0,8,24,383.8,468.8
4,108.0,8,24,314.2,399.5
4,108.0,8,26,301.9,391.6
4,108.0,8,26,320.6,391.6
4,108.0,8,26,320.6,391.6
4,108.0,8,26,383.8,459.5
4,108.0,8,26,368.8,450.4
4,108.0,8,26,376.2,459.5
4,108.0,8,25,327.1,407.5
4,108.0,8,24,376.2,468.8
4,108.0,8,24,383.8,468.8
4,108.0,8,24,368.8,459.5
4,108.0,8,26,262.5,361.5
4,108.0,8,25,354.3,478.3
4,108.0,8,26,407.5,478.3
4,108.0,8,26,376.2,468.8
4,108.0,8,26,361.5,468.8
4,108.0,8,26,347.3,432.7
4,108.0,8,26,376.2,468.8
4,108.0,8,26,347.3,424.2
4,108.0,8,26,376.2,468.8
4,108.0,8,26,368.8,478.3
4,108.0,8,26,361.5,450.4
4,108.0,8,26,327.1,415.8
4,108.0,8,26,383.8,459.5
4,108.0,8,26,376.2,468.8
4,108.0,8,25,383.8,478.3
4,108.0,8,26,333.7,424.2
4,108.0,8,26,368.8,450.4
4,108.0,8,26,361.5,459.5
4,108.0,8,26,308,391.6
4,108.0,8,25,391.6,468.8
4,108.0,8,26,327.1,407.5
4,108.0,8,25,368.8,450.4
4,108.0,8,26,347.3,441.5
4,108.0,8,25,354.3,459.5
4,108.0,8,24,376.2,459.5
4,108.0,8,22,383.8,478.3
4,108.0,8,25,361.5,459.5
4,108.0,8,24,383.8,487.9
4,108.0,8,21,407.5,487.9
4,108.0,8,24,347.3,432.7
4,108.0,8,24,314.2,391.6
4,108.0,8,24,347.3,450.4
4,108.0,8,24,320.6,415.8
4,108.0,8,24,376.2,487.9
4,108.0,8,24,327.1,399.5
4,108.0,8,21,314.2,399.5
4,108.0,8,24,376.2,450.4
4,108.0,8,24,391.6,450.4
4,108.0,8,24,391.6,478.3
4,108.0,8,24,383.8,459.5
4,108.0,8,24,399.5,478.3
4,108.0,8,24,327.1,391.6
4,108.0,8,24,327.1,391.6
4,108.0,8,24,391.6,478.3
4,108.0,8,24,407.5,487.9
4,108.0,8,24,354.3,424.2
4,108.0,8,24,273.2,347.3
4,108.0,8,24,347.3,441.5
4,108.0,8,24,361.5,441.5
4,108.0,8,24,368.8,450.4
4,108.0,8,25,368.8,468.8
4,108.0,8,25,368.8,450.4
4,108.0,8,25,354.3,441.5
4,108.0,8,25,361.5,450.4
4,108.0,8,25,327.1,415.8
4,108.0,8,25,368.8,450.4
4,108.0,8,25,361.5,459.5
4,108.0,8,25,295.9,376.2
4,108.0,8,25,354.3,441.5
4,108.0,8,25,383.8,478.3
4,108.0,8,25,361.5,450.4
4,108.0,8,26,308,391.6
4,108.0,8,26,391.6,468.8
4,108.0,8,25,340.4,450.4
4,108.0,8,26,354.3,468.8
4,108.0,8,26,301.9,376.2
4,108.0,8,25,284.3,376.2
4,108.0,8,26,376.2,468.8
4,108.0,8,26,376.2,468.8
4,108.0,8,26,333.7,424.2
4,108.0,8,26,347.3,450.4
4,108.0,8,26,391.6,478.3
4,108.0,8,25,361.5,468.8
4,108.0,8,24,383.8,468.8
4,108.0,8,21,368.8,468.8
4,108.0,8,25,320.6,399.5
4,108.0,8,24,361.5,441.5
4,108.0,8,24,376.2,478.3
4,108.0,8,24,368.8,450.4
4,108.0,8,24,399.5,478.3
4,108.0,8,24,376.2,450.4
4,108.0,8,24,376.2,468.8
4,108.0,8,24,301.9,368.8
4,108.0,8,25,361.5,450.4
4,108.0,8,25,391.6,459.5
4,108.0,8,25,368.8,468.8
4,108.0,8,25,399.5,468.8
4,108.0,8,25,415.8,468.8
4,108.0,8,25,295.9,376.2
4,108.0,8,25,347.3,450.4
4,108.0,8,25,361.5,450.4
4,108.0,8,26,340.4,432.7
4,108.0,8,26,383.8,468.8
4,108.0,8,26,376.2,459.5
4,108.0,8,26,383.8,478.3
4,108.0,8,26,347.3,432.7
4,108.0,8,26,340.4,432.7
4,108.0,8,26,290.1,376.2
4,108.0,8,25,242.3,347.3
4,108.0,8,25,347.3,424.2
4,108.0,8,25,333.7,432.7
4,108.0,8,26,340.4,424.2
4,108.0,8,26,278.7,340.4
4,108.0,8,25,407.5,497.8
4,108.0,8,26,327.1,424.2
4,108.0,8,26,376.2,459.5
4,108.0,8,26,376.2,459.5
4,108.0,8,26,267.8,354.3
4,108.0,8,26,273.2,361.5
4,108.0,8,26,376.2,478.3
4,108.0,8,25,278.7,376.2
4,108.0,8,25,340.4,415.8
4,108.0,8,25,368.8,450.4
4,108.0,8,25,368.8,450.4
4,108.0,8,25,368.8,459.5
4,108.0,8,25,308,383.8
4,108.0,8,26,383.8,468.8
4,108.0,8,25,340.4,407.5
4,108.0,8,26,333.7,432.7
4,108.0,8,26,361.5,459.5
4,108.0,8,26,361.5,450.4
4,108.0,8,26,383.8,459.5
4,108.0,8,26,368.8,450.4
4,108.0,8,26,314.2,399.5
4,108.0,8,26,301.9,376.2
4,108.0,8,26,368.8,450.4
4,108.0,8,26,361.5,450.4
4,108.0,8,26,368.8,450.4
4,108.0,8,26,354.3,450.4
4,108.0,8,26,368.8,450.4
4,108.0,8,26,361.5,459.5
4,108.0,8,26,354.3,459.5
4,108.0,8,26,347.3,459.5
4,108.0,8,24,368.8,459.5
4,108.0,8,25,361.5,424.2
4,108.0,8,26,361.5,459.5
4,108.0,8,26,368.8,459.5
4,108.0,8,26,368.8,459.5
4,108.0,8,26,314.2,399.5
4,108.0,8,26,333.7,424.2
4,108.0,8,26,301.9,376.2
4,108.0,8,26,361.5,441.5
4,108.0,8,26,376.2,459.5
4,108.0,8,26,368.8,459.5
4,108.0,8,26,361.5,450.4
4,108.0,8,26,354.3,459.5
4,108.0,8,26,347.3,432.7
4,108.0,8,26,354.3,432.7
4,108.0,8,26,347.3,432.7
4,108.0,8,26,320.6,424.2
4,108.0,8,25,376.2,459.5
4,108.0,8,26,262.5,354.3
4,108.0,8,26,376.2,468.8
4,108.0,8,26,295.9,376.2
4,108.0,8,26,376.2,459.5
4,108.0,8,26,320.6,432.7
4,108.0,8,26,354.3,450.4
4,108.0,8,26,376.2,459.5
4,108.0,8,26,295.9,368.8
